0.2500,0.0000,24.0288,0.0000,-0.0000,-2.4418,-0.0000,-0.0000,-9.8066,-0.0000,-0.0000,-1080472.3928,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
0.5000,0.0000,23.1119,0.0000,-0.0000,-4.8935,-0.0000,-0.0000,-9.8066,-0.0000,-0.0000,-2165284.2969,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
0.7500,0.0000,21.5821,0.0000,-0.0000,-7.3451,-0.0000,-0.0000,-9.8066,-0.0000,-0.0000,-3250096.6083,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
1.0000,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
1.2500,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
1.5000,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
1.7500,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
2.0000,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
2.2500,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
2.5000,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
2.7500,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
3.0000,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
3.2500,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
3.5000,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
3.7500,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
4.0000,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
4.2500,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
4.5000,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
4.7500,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
5.0000,0.0000,21.3329,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,442484.1833,
