S1_RP1Tank_pos_x,S1_RP1Tank_pos_y,S1_RP1Tank_pos_z,S1_RP1Tank_rot_e0,S1_RP1Tank_rot_e1,S1_RP1Tank_rot_e2,S1_RP1Tank_rot_e3
0.002526395247001227487,1.000449781685119888e-06,0.001629281574598749659,0.999999997701151444,1.354735571290508261e-06,-6.777840233848572975e-05,1.398908728776076325e-06,
0.002522837205309813417,2.601465201479413736e-06,0.001624377731417015044,0.9999999976798408241,2.784662580419714557e-06,-6.802099429227359908e-05,2.390618473834831883e-06,
0.002521357663563711902,-1.101883384535540245e-07,0.001614640932905627184,0.9999999976693332293,-8.753377366926356706e-07,-6.82610220543815034e-05,-1.003450354978215814e-06,
0.002522038268125464857,2.974874742101007996e-06,0.001604984567615137456,0.9999999976175943939,-2.411954859050318196e-06,-6.89508247382363725e-05,-2.187214967964925296e-06,
0.002513710653953851303,-8.596295204554849079e-07,0.001597692238591227887,0.9999999976086837439,-1.048034461104671386e-06,-6.914108590851061897e-05,1.025171121011315623e-06,
0.002521747106138502031,-3.353679943529641605e-06,0.001586684180946159629,0.9999999976282455405,4.842113185390417449e-06,-6.849112692595110523e-05,5.388355151969062856e-06,
0.002524452304415415998,-7.033044027160428868e-06,0.001596924852544691093,0.9999999976397896395,-9.981734214053426067e-06,-6.7432738184003291e-05,-8.580083641074967999e-06,
0.002532537293486588834,6.268209382653822104e-07,0.001586598308404988441,0.999999997619317349,5.855057256037825969e-06,-6.874436185988811419e-05,1.14163475633261489e-06,
0.002537039661671039188,-1.645279503748042771e-06,0.001589414338463667614,0.9999999976399969182,1.101078196066685876e-06,-6.868370581751410118e-05,-1.161996299340075123e-06,
0.002559227048960029463,-5.58383104198867386e-07,0.001614141647297430643,0.9999999976505081767,-3.735673164651198541e-07,-6.851537083630865896e-05,-2.120572712509207601e-06,
0.002537573432182932669,1.342471554366397868e-06,0.001590673754502410983,0.9999999973199532599,-1.125775266818242788e-05,-7.010398399102348488e-05,-1.785486937488414062e-05,
0.002525196631932269051,-8.368600769692591257e-06,0.001563220426912026928,0.9999999965505562693,-3.335187049017529628e-05,-6.918074882916787501e-05,3.163183630895037107e-05,
0.002503188207033921631,-1.764640877865986113e-09,0.001563220922184449611,0.9999999979724464305,-9.907878081047103546e-07,-6.366565659110579348e-05,9.045822389389750216e-07,
0.002505303117735743854,-1.093915734884376434e-06,0.001564715157754662574,0.9999999979764576663,1.578431843780066729e-06,-6.354385631338120392e-05,2.603818904204866274e-06,
0.00250191720230119076,8.947584378304895836e-06,0.001530076247516657783,0.9999999979567463226,8.065884033551743847e-06,-6.28795070619820348e-05,-8.223387719338950329e-06,
0.002482350506103321065,-1.646024304413629125e-05,0.001399620619316283661,0.9999999974400477498,-3.428841988198324159e-05,-6.256932990727969378e-05,-5.412523543908081805e-06,
0.002473424409622035185,-1.354743739589991947e-05,0.001318514610650193186,0.9999999976887367081,6.402774899437766561e-06,-6.278861008094212747e-05,2.528100369886175728e-05,
0.002384501835223288343,1.133557834265275233e-07,0.001338803439639770724,0.9999999981711784613,5.880116105344571428e-07,-6.042768630390277614e-05,-2.408096619212373594e-06,
0.002381238815852173511,3.3313248870570078e-07,0.001331382284186157774,0.9999999982003093812,1.71892631287596475e-06,-5.99670458279364269e-05,6.218584596692680547e-07,
0.002380332553759848934,4.000712570118025724e-07,0.00133017436343070279,0.9999999982109525343,-1.138104335451535168e-06,-5.980611188836347264e-05,1.871677349020996313e-07,
0.002406552067991950782,-3.555998935311777132e-07,0.001343166800714544603,0.9999999982248241048,1.854992508494442733e-06,-5.944232517926759807e-05,-3.677931173793458828e-06,
